Year.Reported.to.CDP,Account.Number,Organization,City,Country,CDP.Region,Reporting.Authority,Access,City.wide.emissions.inventory,Accounting.year,Administrative.city.boundary,Inventory.boundary..compared.to.Administrative.city.boundary.,Primary.Protocol,Primary.Protocol.Comment,Common.Reporting.Framework.inventory.format..GPC.,Gases.Included,Direct.emissions..metric.tonnes.CO2e..for.Total.generation.of.grid.supplied.energy,Direct.emissions..metric.tonnes.CO2e..for.Total.emissions..excluding.generation.of.grid.supplied.energy.,Indirect.emissions.from.use.of.grid.supplied.energy..metric.tonnes.CO2e..for.Total.generation.of.grid.supplied.energy,Indirect.emissions.from.use.of.grid.supplied.energy..metric.tonnes.CO2e..for.Total.Emissions..excluding.generation.of.grid.supplied.energy.,Emissions.occurring.outside.city.boundary..metric.tonnes.CO2e..for.Total.Generation.of.grid.supplied.energy,Emissions.occurring.outside.city.boundary..metric.tonnes.CO2e..for.Total.Emissions..excluding.generation.of.grid.supplied.energy.,TOTAL.Scope.1.Emissions..metric.tonnes.CO2e.,TOTAL.Scope.2.emissions..metric.tonnes.CO2e.,TOTAL.Scope.3.Emissions,TOTAL.BASIC.Emissions..GPC.,TOTAL.BASIC+Emissions..GPC.,Change.in.emissions,Primary.reason.for.the.change.in.emissions,Land.area..in.square.km.,Population,Population.Year,City.Location,Last.update.
2019,31174,Moscow Government,Moscow,Russian Federation,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,NA,Same- covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decreased,Change in weather conditions,NA,12615300,2018,POINT (37.6173 55.7558),2020-05-01T03:57:57.217
2019,55325,Munic??pio de ?Ågueda,?Ågueda,Portugal,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2012-01-01 - 2012-12-31,NA,Larger- covers the whole city and adjoining areas,Regional or country specific methodology,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,47729,2011,POINT (-8.44582 40.5753),2020-05-01T03:57:57.217
2019,54253,Wollongong City Council,Wollongong,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-07-01 - 2017-06-30,NA,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),This information has been submitted by Ironbark Sustainability to GCoM. I will not provide it again here,No,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,802881,1944120,NA,3091346,281078,This is our first year of calculation,Other: Joined GCoM,NA,216071,2018,POINT (150.893 -34.4278),2020-05-01T03:57:57.217
2019,839954,Vinh City,,Viet Nam,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2018-01-01 - 2018-12-31,NA,Same- covers entire city and nothing else,Other: Bilan Carbone,"Developed by the French Agency for Environment and Energy Management (ADEME), the Bilan Carbone tool serves as an accounting method for calculating in details the direct and indirect GHG emissions. Its analysis covers all of six GHGs (CO2, CH4, N2O, SF6, HFCs and PFCs) mentioned in Kyoto protocol, CFCs and water vapor released into the stratosphere by airplanes. The Bilan Carbone accordingly provides an overview on the various emission sources and their contributions to climate change. By employing this method, the GHG emissions from different types of reduction scenarios can be estimated, and thereby helps to identify appropriate and effective action plans and/or policies as well as potential implementation options to reduce GHG emissions.The Bilan Carbone method is somewhat similar to the techniques of ü??Rapid asessment of sources of air, water and land pollutionü?ù which are primarily based on the magnitude of emission sources and emission factors. The cores of Bilan Carbne tool are workbooks and spreadsheets in MS. Excel with ready-made calculating and converting formulas. All emission factors are arranged in a separate spreadsheet and linked to corresponding cells in other ones. Thus, in the event the users add or modify emission factors, the results in associated cells and spreadsheets are altered accordingly.",,"CH4, CO2, HFCs, N20, PFCs, SF6",NA,1103438,NA,NA,NA,NA,NA,NA,NA,NA,NA,This is our first year of calculation,,NA,323800,2018,,2020-05-01T03:57:57.217
2019,55801,City of West Palm Beach,West Palm Beach,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2013-01-01 - 2013-12-31,NA,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,383625,789569,21146.7,1484767,0,Decreased,Technological change,NA,112906,2018,POINT (-80.0534 26.7153),2020-05-01T03:57:57.217
2019,31155,City of Buenos Aires,Buenos Aires,Argentina,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,NA,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"En el a?§o 2015, el Gobierno de la Ciudad Aut??noma de Buenos Aires adhiri?? al ü??Acuerdo de Alcaldesü?ù. Con ello, asumi?? distintos compromisos, entre ellos el de adecuar sus Inventarios de Gases de Efecto Invernadero al nivel B??sico del Protocolo Global para Inventarios de Gases de Efecto Invernadero a Escala de Comunidad (ü??Global Protocol for Community-Scale Greenhouse Gas Emission Inventoriesü?ù - GPC ). En septiembre de ese a?§o logr?? actualizar los inventarios desde el a?§o 2000 hasta el 2014 a dicho est??ndar. Posteriormente, en el Plan de Acci??n frente al Cambio Clim??tico 2020 (PACC) publicado por el GCBA en el a?§o 2015, se publicaron los resultados de los inventarios del periodo 2000-2014. En los a?§os siguientes se continu?? trabajando en la actualizaci??n de los inventarios, elaborandose  a la fecha los inventarios para los a?§os 2015 y 2016 para la Ciudad de Buenos Aires.",No,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,15633080,4186547,2480149,13100079,13764762,Decreased,Improved data accuracy,NA,3059122,2016,POINT (-58.3816 -34.6037),2020-05-01T03:57:57.217
2019,35859,City of Cleveland,Cleveland,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-31,NA,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",142171,8593604,NA,2703010,NA,584094,NA,NA,NA,NA,NA,Decreased,Technological change,NA,385428,2017,POINT (-81.6944 41.4993),2020-05-01T03:57:57.217
2019,55372,Prefeitura Municipal de Canoas,Canoas,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,341343,2015,POINT (-51.1862 -29.9133),2020-05-01T03:57:57.217
2019,35873,Municipality of Medell??n,Medell??n,Colombia,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2015-01-01 - 2015-12-31,NA,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,2564000,215,POINT (-75.5735 6.22729),2020-05-01T03:57:57.217
2019,69848,Municipio de Loja,Loja,Ecuador,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2015-01-01 - 2015-12-31,NA,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,CO2,NA,NA,NA,NA,NA,NA,381960,41918,0,423878,0,This is our first year of calculation,Lack of knowledge overcome,NA,214855,2010,POINT (-3.99313 -79.2042),2020-05-01T03:57:57.217
2019,44077,Kampala City,Kampala,Uganda,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-01-01 - 2014-12-31,NA,Same- covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,The IPCC 2006 guidelines methodologies for estimation were used,,"CH4, CO2, N20",NA,3055230.86,NA,NA,NA,657900,NA,NA,NA,NA,NA,This is our first year of calculation,,NA,1631210,2018,,2020-05-01T03:57:57.217
2019,61876,Mazabuka Municipal Council,Mazabuka,Zambia,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,182205,2016,POINT (27.7491 -15.8613),2020-05-01T03:57:57.217
2019,834226,Municipality of Bell Ville,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-01-01 - 2014-12-31,NA,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",NA,73078.5,NA,23727.61,NA,3639.45,NA,NA,NA,NA,NA,This is our first year of calculation,Other: No es posible ver cambios,NA,35281,2014,,2020-05-01T03:57:57.217
2019,53959,"City of Fayetteville, AR",Fayetteville,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,NA,Same- covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,,CO2,NA,NA,NA,NA,NA,NA,516975,920888,0,NA,NA,Increased,Increased energy/electricity consumption,NA,88963,2018,POINT (-94.1719 36.0821),2020-05-01T03:57:57.217
2019,54430,Ville du Havre,Le Havre,France,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-06-01 - 2019-06-01,NA,Same- covers entire city and nothing else,Other: guide m??thodologique pour l'??laboration des inventaires territoriaux des ??missions atmosph??riques r??alis?? par le P??le de Coordination des Inventaires Territoriaux (PCIT),accessible ?ò l'adresse http://www.lcsqa.org/system/files/ressources/medde-dgec-guide_methodo-elaboration_inventaires-pcit-2012_vf.pdf,,CO2,NA,1894045,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decreased,Behavioural change,NA,172769,2019,POINT (0.1 49.49),2020-05-01T03:57:57.217
2019,840371,Falkoping Kommun,Falk??ping,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-28,NA,Same- covers entire city and nothing else,Regional or country specific methodology,"Swedish database""Emissioner av V??xthusgaser totalt som CO2-ekvivalenter""L??nsrapport, 2018-08-30http://www.airviro.smhi.se/cgi-bin/RUS/apub.html_rusreport.cgi",,"CH4, CO2, HFCs, N20, PFCs, SF6",726,242269,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stayed the same,Emissions have not changed,NA,33155,2018,,2020-05-01T03:57:57.217
2019,54613,Alcaldia de Valdivia,Valdivia,Chile,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2012-05-26 - 2013-05-26,NA,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"El inventario de emisiones de GEI se plantea de acuerdo al Protocolo ""Global Protocol For Community - Scale Greenhouse Gas Emissions (GPS)"" - Pilot Version 1.0  con alcance Basic +. Considera todas las emisiones de alcance 1 y 2 de unidades estacionarias, unidades m??viles, residuos, procesos industriales y usos de productos, as?? como la agricultura, silvicultura y otros usos de la tierra (AFOLU). Adem??s se incluyeron las emisiones de alcance 3 del sector residuos y de las unidades m??viles.",No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",NA,NA,NA,NA,NA,NA,877816,0,31851,419319,643973,This is our first year of calculation,Lack of knowledge overcome,NA,166080,2017,,2020-05-01T03:57:57.217
2019,60223,Panev??è?ys City Municipality,Paneveè?ys,Lithuania,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,,,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,92949,2016,POINT (24.35 55.7333),2020-05-01T03:57:57.217
2019,54650,Prefeitura de Palmas,Palmas,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2013-01-01 - 2013-12-31,NA,,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Do not know,,NA,291855,2018,POINT (-48.3243 -10.2491),2020-05-01T03:57:57.217
2019,60229,Municipality of Arendal,Arendal,Norway,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities, WWF",public,Yes,2017-01-01 - 2017-12-31,NA,Same- covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,"CH4, CO2, N20",NA,1314864,NA,NA,NA,NA,NA,NA,NA,NA,NA,Increased,Improved data accuracy,NA,44785,2018,POINT (8.77245 58.4618),2020-05-01T03:57:57.217
2019,58668,"City of New Bedford, MA",New Bedford,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,NA,Same- covers entire city and nothing else,Other: EPA Calculator,,,CO2,0,0,0,0,0,0,NA,NA,NA,NA,NA,Decreased,Other,NA,95120,2017,POINT (-70.9342 41.6362),2020-05-01T03:57:57.217
2019,35475,City of Calgary,Calgary,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,NA,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),This is the second year using this protocol. The inventory was completed to a BASIC level.,No,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,11348646,7091401,168857,18438546,18607403,Increased,Population increase,NA,1267344,2018,POINT (-114.071 51.0486),2020-05-01T03:57:57.217
2019,56276,New Taipei City Government,New Taipei,"Taiwan, Greater China",East Asia,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,NA,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Since 2014, we inventoried GHG by using the method of GPC, we also inventoried Guideline of GHG accounting and inventory issued by Taiwan EPA, which mainly refer to the ""International Emissions Analysis Protocol (ICLEI)"" and ""2006 IPCC Guidelines for National Greenhouse Gas Inventories"". We have finished 2016 and 2017 GHG inventory and verified by British Standards Institution(BSI Taiwan) in June, 2019.",No,"CO2, HFCs, N20, NF3, PFCs, SF6",NA,NA,NA,NA,NA,NA,7897231,12323518,731525,20144995,20952274,Increased,Increased energy/electricity consumption,NA,3986689,2017,POINT (121.446 25.0111),2020-05-01T03:57:57.217
2019,834347,Seberang Perai Municipal Council,,Malaysia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,NA,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decreased,Behavioural change,NA,1085000,2019,POINT (100.383 5.38333),2020-05-01T03:57:57.217
2019,69985,Sillam??e,Sillam??e,Estonia,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,In progress,-,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,12900,2017,POINT (27.7617 59.3958),2020-05-01T03:57:57.217
2019,834323,Patong Municipality,,Thailand,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-10-01 - 2015-09-30,NA,Same- covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,CO2,191.47,42317.35,NA,245294.23,NA,206.04,NA,NA,NA,NA,NA,Increased,Population increase,NA,20029,2019,,2020-05-01T03:57:57.217
2019,54692,Prefeitura Municipal de Sert??ozinho,Sert??ozinho,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,,,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,121412,2016,POINT (-47.9947 -21.1451),2020-05-01T03:57:57.217
2019,59971,Melton City Council,,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-07-01 - 2017-06-30,NA,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,793371,1420834,148990,2363195,NA,,,NA,NA,0,,2020-05-01T03:57:57.217
2019,73663,Correa,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,NA,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utiliz?? la herramienta de c??lculo desarrollada por la Red Argentina de Municipios frente al Cambio Clim??tica, que fue dise?§ada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",0,55148.52,0,2921.69,0,448.14,NA,NA,NA,NA,NA,This is our first year of calculation,Other,NA,6121,2014,,2020-05-01T03:57:57.217
2019,51079,Guatemala City,Guatemala City,Guatemala,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,In progress,2018-01-01 - 2018-12-31,NA,,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,992541,2014,POINT (-90.5069 14.6349),2020-05-01T03:57:57.217
2019,54347,Pasig City,Pasig,Philippines,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2010-01-01 - 2010-12-31,NA,Same- covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"GHG accounting and management, the City of Pasig first completed inventories of emissions for both government operations (entity level)1 and the community governed by the LGU (community level)2. Based upon the understanding of emissions provided by these inventories, Pasig City then prepared a GHG Management Framework Plan (Framework Plan) summarized in this report that sets the fundamental tool in the implementation of targets and goals to reduce emissions and concrete innovative green practices. The plan serve as the Pasig Cityü??s roadmap for action in the reduction of emission and outlines specific strategies and actions and calls upon the range of governmental bodies to formulate effective policies, programs and activities towards climate change mitigation adaptation that will influence the public to adopt lifestyle change towards protecting the environment and improve quality of life.",,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,772695,2016,POINT (121.061 14.5869),2020-05-01T03:57:57.217
2019,831230,Municipality of La Marsa,La Marsa,Tunisia,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability",public,In progress,-,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,92787,2014,POINT (10.3218 36.8725),2020-05-01T03:57:57.217
2019,839665,Ayuntamiento de Celaya,,Mexico,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2013-01-01 - 2013-12-31,NA,Larger- covers the whole city and adjoining areas,City specific methodology,"Para la metodolog??a de estimaci??n de fuentes fijas:Conforme a la disponibilidad de la informaci??n fue por factores de emisi??n, los factores de emisi??n usados fueron los publicados en el AP-42 del documento ü??Air Chiefü?ù de la Enviromental Protection Agency de Estados Unidos (EPA).Los factores de emisi??n utilizados en este estudio de fuentes de ??rea, son los que han sido desarrollados por la Agencia de Protecci??n al Ambiente de los Estados Unidos de Norte Am??rica18 (USEPA) y adaptados para su aplicaci??n en M??xico seg??n lo descrito en el Manual de Inventarios de Emisiones para M??xico 19, as?? como los utilizados en los inventarios nacionales y estatales.",,"CH4, CO2, HFCs, N20",0,3870274,0,0,0,0,NA,NA,NA,NA,NA,This is our first year of calculation,Lack of knowledge overcome,NA,494304,2015,POINT (-100.812 20.5222),2020-05-01T03:57:57.217
2019,839965,Dolores,Dolores,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,NA,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Excel. Se utiliz?? la herramienta de c??lculo desarrollada por la Red Argentina de Municipios frente al Cambio Clim??tico que fue dise?§ada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.,Yes,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,This is our first year of calculation,Other,NA,27042,2010,,2020-05-01T03:57:57.217
